Time,Time_Period,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Exp_Order,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Cause_of_accident,Accident_severity
8:44:00,Morning,Wednesday,31-50,Male,Junior High School,Employee,0-1,1,Automobile,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,3,Going straight,Passenger,Female,18-30,Slight,Driver,Normal,No distancing,Slight Injury
20:41:00,Evening,Sunday,18-30,Male,Junior High School,Employee,0-1,1,Automobile,Owner,Below 1 year,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,No priority to pedestrian,Serious Injury
20:41:00,Evening,Sunday,18-30,Male,Junior High School,Owner,No License,6,Public Transport,Organization,1-2 years,Unknown,Church area,Unknown,Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Serious,Self-employed,Normal,Moving Backward,Serious Injury
15:25:00,Afternoon,Tuesday,31-50,Male,Junior High School,Employee,2-5,3,Public Transport,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Slight Injury
6:40:00,Morning,Thursday,31-50,Male,Junior High School,Unknown,No License,6,Automobile,Owner,1-2 years,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,No distancing,Slight Injury
6:40:00,Morning,Thursday,Unknown,Male,Elementary School,Employee,No License,6,Other,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Slight Injury
18:00:00,Evening,Monday,Unknown,Female,Junior High School,Employee,10-20,5,Other,Owner,5-10 years,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Other,Asphalt roads,Dry,Daylight,Unknown,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Driving carelessly,Serious Injury
18:00:00,Evening,Thursday,0-17,Male,Junior High School,Owner,10-20,5,Lorry,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,Slight,Driver,Normal,Getting off the vehicle improperly,Slight Injury
18:00:00,Evening,Thursday,Unknown,Male,Junior High School,Employee,10-20,5,Automobile,Owner,Unknown,No Defect,Residential area,Divided Road,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Reversing,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving carelessly,Slight Injury
15:05:00,Afternoon,Thursday,Unknown,Female,Junior High School,Employee,10-20,5,Automobile,Owner,Unknown,No Defect,Church area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Changing lane to the left,Slight Injury
13:40:00,Afternoon,Monday,31-50,Male,Junior High School,Owner,5-10,4,Lorry,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,Slight,Driver,Normal,No priority to vehicle,Slight Injury
13:40:00,Afternoon,Monday,0-17,Male,Junior High School,Employee,0-1,1,Unknown,Owner,Unknown,No Defect,Recreational area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Unknown,2,1,Unknown,Passenger,Female,Over 51,Slight,Driver,Normal,Changing lane to the right,Slight Injury
22:50:00,Night,Saturday,Unknown,Female,Junior High School,Employee,2-5,3,Other,Owner,Unknown,Unknown,Unknown,Unknown,Flat Road,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Getting off,Pedestrian,Male,Under 18,Slight,Driver,Normal,Changing lane to the right,Slight Injury
22:50:00,Night,Saturday,51-100,Male,Junior High School,Employee,No License,6,Automobile,Owner,Unknown,No Defect,Industrial area,Two Way (Undivided),Flat Road,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,No distancing,Slight Injury
15:50:00,Afternoon,Saturday,18-30,Male,Above High School,Employee,1-2,2,Automobile,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,No distancing,Serious Injury
7:53:00,Morning,Friday,51-100,Male,Junior High School,Employee,1-2,2,Automobile,Owner,Unknown,Unknown,Other,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,31-50,Slight,Driver,Normal,Changing lane to the left,Slight Injury
7:53:00,Morning,Friday,0-17,Male,Junior High School,Employee,1-2,2,Automobile,Owner,5-10 years,No Defect,Church area,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Changing lane to the right,Slight Injury
22:00:00,Night,Sunday,18-30,Male,Unknown,Employee,5-10,4,Lorry,Owner,5-10 years,No Defect,Church area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,2,Turnover,Pedestrian,Female,Under 18,Slight,Driver,Normal,No priority to vehicle,Slight Injury
22:00:00,Night,Sunday,18-30,Male,Junior High School,Employee,10-20,5,Other,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Unknown,1,2,Entering a junction,Driver or rider,Female,31-50,Serious,Driver,Normal,Changing lane to the left,Slight Injury
15:23:00,Afternoon,Saturday,31-50,Male,Junior High School,Employee,10-20,5,Other,Owner,Unknown,No Defect,Other,One Way,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Entering a junction,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Slight Injury
15:23:00,Afternoon,Saturday,18-30,Male,Junior High School,Employee,5-10,4,Station Wagon,Governmental,2-5 years,Unknown,Recreational area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Unknown,2,1,Entering a junction,Passenger,Female,31-50,Slight,Self-employed,Normal,Moving Backward,Slight Injury
18:00:00,Evening,Wednesday,Unknown,Male,Junior High School,Employee,2-5,3,Other,Owner,2-5 years,Unknown,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Unknown,2,1,Entering a junction,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Turnover,Slight Injury
18:00:00,Evening,Wednesday,18-30,Male,Junior High School,Employee,0-1,1,Other,Owner,5-10 years,Unknown,Office area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Unknown,2,1,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Slight Injury
17:43:00,Evening,Monday,18-30,Male,Junior High School,Employee,1-2,2,Station Wagon,Owner,5-10 years,No Defect,Church area,Two Way (Divided - Broken Line),Flat Road,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Entering a junction,Driver or rider,Male,18-30,Slight,Driver,Normal,No distancing,Slight Injury
17:43:00,Evening,Monday,Unknown,Female,Junior High School,Employee,5-10,4,Lorry,Owner,2-5 years,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Pedestrian,Female,31-50,Slight,Driver,Normal,No distancing,Slight Injury
15:40:00,Afternoon,Tuesday,31-50,Male,Junior High School,Employee,0-1,1,Automobile,Owner,Unknown,No Defect,Office area,Two Way (Undivided),Mountainous Terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,1,1,Entering a junction,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Changing lane to the left,Slight Injury
15:12:00,Afternoon,Sunday,18-30,Male,Elementary School,Employee,5-10,4,Unknown,Owner,2-5 years,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Entering a junction,Passenger,Female,31-50,Serious,Driver,Normal,No priority to vehicle,Slight Injury
8:43:00,Morning,Friday,31-50,Male,Junior High School,Employee,2-5,3,Automobile,Governmental,Unknown,Unknown,Residential area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Entering a junction,Driver or rider,Female,31-50,Slight,Driver,Normal,Driving at high speed,Slight Injury
10:00:00,Morning,Tuesday,31-50,Male,Junior High School,Employee,5-10,4,Automobile,Owner,2-5 years,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Entering a junction,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Overtaking,Slight Injury
14:25:00,Afternoon,Saturday,18-30,Male,Elementary School,Employee,5-10,4,Other,Owner,2-5 years,Unknown,Residential area,Other,Flat Road,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,3,Entering a junction,Driver or rider,Male,18-30,Slight,Self-employed,Unknown,Other,Slight Injury
14:25:00,Afternoon,Saturday,18-30,Male,Junior High School,Employee,10-20,5,Unknown,Owner,Unknown,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,Unknown,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,3,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the left,Slight Injury
14:25:00,Afternoon,Saturday,51-100,Male,Junior High School,Employee,1-2,2,Station Wagon,Owner,Unknown,No Defect,Other,Divided Road,Flat Road,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,3,Going straight,Driver or rider,Female,18-30,Slight,Driver,Normal,No priority to pedestrian,Slight Injury
14:25:00,Afternoon,Saturday,31-50,Male,High School,Employee,0-1,1,Automobile,Owner,Unknown,No Defect,Hospital area,One Way,Flat Road,Unknown,Asphalt roads,Dry,Daylight,Normal,Rollover,4,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the left,Slight Injury
9:30:00,Morning,Saturday,Unknown,Male,Elementary School,Employee,10-20,5,Automobile,Governmental,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,31-50,Slight,Driver,Unknown,No distancing,Slight Injury
9:30:00,Morning,Saturday,18-30,Male,High School,Owner,1-2,2,Automobile,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Moving Backward,Slight Injury
10:50:00,Morning,Saturday,Unknown,Male,Junior High School,Employee,2-5,3,Other,Owner,Unknown,No Defect,Recreational area,One Way,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the left,Slight Injury
10:50:00,Morning,Saturday,18-30,Male,Junior High School,Employee,5-10,4,Lorry,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,Slight,Self-employed,Normal,Other,Slight Injury
19:15:00,Evening,Monday,18-30,Male,High School,Owner,2-5,3,Lorry,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,31-50,Slight,Self-employed,Normal,No distancing,Slight Injury
19:15:00,Evening,Monday,Unknown,Male,High School,Employee,10-20,5,Automobile,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Unknown,Moving Backward,Slight Injury
13:57:00,Afternoon,Sunday,18-30,Male,Junior High School,Employee,1-2,2,Lorry,Owner,Below 1 year,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Slight Injury
13:57:00,Afternoon,Sunday,18-30,Male,Elementary School,Employee,1-2,2,Lorry,Owner,2-5 years,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,Driver or rider,Female,31-50,Slight,Self-employed,Normal,Changing lane to the left,Slight Injury
19:00:00,Evening,Tuesday,31-50,Male,High School,Employee,1-2,2,Lorry,Owner,Unknown,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,5,Overtaking,Pedestrian,Female,Unknown,Slight,Self-employed,Deaf,Changing lane to the left,Slight Injury
19:00:00,Evening,Tuesday,31-50,Male,Above High School,Employee,5-10,4,Lorry,Owner,5-10 years,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,5,Going straight,Pedestrian,Male,31-50,Slight,Driver,Normal,No priority to pedestrian,Slight Injury
19:00:00,Evening,Tuesday,31-50,Male,Junior High School,Unknown,No License,6,Automobile,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,5,Going straight,Pedestrian,Male,Unknown,Slight,Driver,Normal,Changing lane to the left,Slight Injury
19:00:00,Evening,Tuesday,31-50,Male,Junior High School,Employee,5-10,4,Automobile,Owner,Unknown,Unknown,Church area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,5,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Driving carelessly,Slight Injury
19:00:00,Evening,Tuesday,31-50,Male,Elementary School,Owner,5-10,4,Automobile,Owner,1-2 years,Defect Present,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,5,Going straight,Driver or rider,Male,Under 18,Slight,Self-employed,Normal,Driving carelessly,Slight Injury
19:00:00,Evening,Tuesday,Unknown,Male,Elementary School,Employee,5-10,4,Public Transport,Owner,Above 10 years,No Defect,School area,Other,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,5,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Slight Injury
21:15:00,Night,Sunday,Unknown,Male,High School,Owner,5-10,4,Automobile,Owner,2-5 years,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,Slight,Driver,Unknown,Getting off the vehicle improperly,Slight Injury
21:15:00,Night,Sunday,31-50,Male,Junior High School,Employee,5-10,4,Public Transport,Owner,1-2 years,No Defect,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,Slight,Driver,Normal,No distancing,Slight Injury
21:25:00,Night,Tuesday,18-30,Male,Junior High School,Owner,1-2,2,Public Transport,Owner,1-2 years,No Defect,Residential area,Other,Steep Downward,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Collision with pedestrians,1,1,Going straight,Pedestrian,Female,31-50,Slight,Driver,Normal,Changing lane to the left,Serious Injury
17:21:00,Evening,Friday,18-30,Male,Junior High School,Employee,2-5,3,Automobile,Owner,1-2 years,No Defect,Industrial area,One Way,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Pedestrian,Male,Over 51,Slight,Driver,Normal,No priority to vehicle,Slight Injury
17:21:00,Evening,Friday,51-100,Male,Junior High School,Owner,5-10,4,Lorry,Owner,2-5 years,No Defect,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Slight,Student,Normal,No distancing,Slight Injury
6:45:00,Morning,Friday,18-30,Male,Junior High School,Owner,10-20,5,Automobile,Owner,1-2 years,No Defect,Residential area,Two Way (Undivided),Flat Road,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Slight,Employee,Normal,No priority to pedestrian,Slight Injury
6:45:00,Morning,Friday,18-30,Male,High School,Employee,5-10,4,Lorry,Owner,1-2 years,No Defect,Recreational area,Two Way (Divided - Broken Line),Flat Road,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Slight Injury
15:18:00,Afternoon,Monday,31-50,Male,High School,Owner,2-5,3,Other,Owner,Unknown,Defect Present,Office area,Other,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Unknown,Slight,Other,Normal,No priority to vehicle,Serious Injury
14:45:00,Afternoon,Saturday,51-100,Male,Junior High School,Employee,5-10,4,Other,Owner,Unknown,No Defect,Outside rural area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Female,18-30,Slight,Driver,Unknown,Driving carelessly,Serious Injury
14:45:00,Afternoon,Saturday,Unknown,Male,Elementary School,Employee,2-5,3,Lorry,Owner,1-2 years,No Defect,Outside rural area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,Pedestrian,Female,31-50,Slight,Driver,Unknown,Changing lane to the right,Serious Injury
